date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:00	53576/53576	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/awards/cssfox.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/awards/cssfox.svg	(from https://miks-soft.com/ru)
21:53:00	8796/8796	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/awards/behance.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/awards/behance.svg	(from https://miks-soft.com/ru)
21:53:00	572/572	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/pixel.avif	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/pixel.avif	(from https://miks-soft.com/ru)
21:53:01	11221/11221	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/1.avif	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/1.avif	(from https://miks-soft.com/ru)
21:53:01	68/68	---M--	200	added ('OK')	image/webp	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/pixel.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/pixel.webp	(from https://miks-soft.com/ru)
21:53:03	9675/9675	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/2.avif	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/2.avif	(from https://miks-soft.com/ru)
21:53:04	74345/74345	---M--	200	added ('OK')	image/webp	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/1.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/1.webp	(from https://miks-soft.com/ru)
21:53:05	68726/68726	---M--	200	added ('OK')	image/webp	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/2.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/2.webp	(from https://miks-soft.com/ru)
21:53:05	74345/74345	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/1.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/1.png	(from https://miks-soft.com/ru)
21:53:06	11089/11089	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/3.avif	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/3.avif	(from https://miks-soft.com/ru)
21:53:06	68726/68726	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/2.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/2.png	(from https://miks-soft.com/ru)
21:53:07	14283/14283	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/4.avif	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/4.avif	(from https://miks-soft.com/ru)
21:53:08	69183/69183	---M--	200	added ('OK')	image/webp	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/3.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/3.webp	(from https://miks-soft.com/ru)
21:53:09	69183/69183	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/3.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/3.png	(from https://miks-soft.com/ru)
21:53:10	19749/19749	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/5.avif	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/5.avif	(from https://miks-soft.com/ru)
21:53:12	87062/87062	---M--	200	added ('OK')	image/webp	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/4.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/4.webp	(from https://miks-soft.com/ru)
21:53:13	87062/87062	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/4.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/4.png	(from https://miks-soft.com/ru)
21:53:16	121227/121227	---M--	200	added ('OK')	image/webp	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/5.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/5.webp	(from https://miks-soft.com/ru)
21:53:17	121227/121227	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/advantages_figure/5.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/advantages_figure/5.png	(from https://miks-soft.com/ru)
21:53:17	74993/74993	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:53:16%20GMT	https://miks-soft.com/ru/portfolio/web/web-application-development-for-busking-cash	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/web/web-application-development-for-busking-cash.html	(from https://miks-soft.com/ru)
21:53:20	88262/88262	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:53:17%20GMT	https://miks-soft.com/ru/portfolio/web/bloomsberry-publishing-community-news-platform	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/web/bloomsberry-publishing-community-news-platform.html	(from https://miks-soft.com/ru)
21:53:49	1269982/1269982	---M--	200	added ('OK')	video/mp4	date:Wed,%2022%20Feb%202023%2009:54:43%20GMT	https://miks-soft.com/assets/main_screen_video.mp4	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/main_screen_video.mp4	(from https://miks-soft.com/ru)
21:53:53	70280/70280	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:53:51%20GMT	https://miks-soft.com/ru/portfolio/web/web-development-for-international-fintech-company	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/web/web-development-for-international-fintech-company.html	(from https://miks-soft.com/ru)
21:53:58	1060208/1060208	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2012:47:12%20GMT	https://miks-soft.com/storage/cases/2023/01/27/068e195c56be58114e1c54b517fd5a919ac64166.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2023/01/27/068e195c56be58114e1c54b517fd5a919ac64166.png	(from https://miks-soft.com/ru)
21:54:01	76147/76147	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:53:59%20GMT	https://miks-soft.com/ru/portfolio/software/the-vtour-travel-platform	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/software/the-vtour-travel-platform.html	(from https://miks-soft.com/ru)
21:54:11	1533726/1533726	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Jan%202023%2009:08:07%20GMT	https://miks-soft.com/storage/cases/2023/01/20/954fa936c730a22d00ecdcfa0eb203f9d6c50ddf.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2023/01/20/954fa936c730a22d00ecdcfa0eb203f9d6c50ddf.png	(from https://miks-soft.com/ru)
21:54:14	78384/78384	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:54:12%20GMT	https://miks-soft.com/ru/portfolio/software/a-white-label-goods-delivery-system	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/software/a-white-label-goods-delivery-system.html	(from https://miks-soft.com/ru)
21:54:44	819778/819778	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Feb%202023%2014:56:40%20GMT	https://miks-soft.com/storage/cases/2023/02/09/039fca6e38ee977bf2a9ebd04a1ff75fd71670d7.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2023/02/09/039fca6e38ee977bf2a9ebd04a1ff75fd71670d7.png	(from https://miks-soft.com/ru)
21:54:45	1204731/1204731	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2009:29:35%20GMT	https://miks-soft.com/storage/cases/2023/02/10/25e6719689d3484c23db1d32c73aa4622c57801b.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2023/02/10/25e6719689d3484c23db1d32c73aa4622c57801b.png	(from https://miks-soft.com/ru)
21:54:46	75893/75893	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:54:45%20GMT	https://miks-soft.com/ru/portfolio/software/crm-development-for-british-american-tobacco	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/software/crm-development-for-british-american-tobacco.html	(from https://miks-soft.com/ru)
21:54:50	82810/82810	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:54:47%20GMT	https://miks-soft.com/ru/portfolio/app/mobile-app-development-for-qpay	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/app/mobile-app-development-for-qpay.html	(from https://miks-soft.com/ru)
21:55:07	1619935/1619935	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Jan%202023%2009:44:45%20GMT	https://miks-soft.com/storage/cases/2023/01/20/f36f05cd390cd88263e5cbac23690e177e7c826d.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2023/01/20/f36f05cd390cd88263e5cbac23690e177e7c826d.png	(from https://miks-soft.com/ru)
21:55:10	61739/61739	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:08%20GMT	https://miks-soft.com/ru/portfolio/app/the-fitability-wellness-application	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/app/the-fitability-wellness-application.html	(from https://miks-soft.com/ru)
21:55:12	78374/78374	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:10%20GMT	https://miks-soft.com/ru/portfolio/app/a-white-label-goods-delivery-system	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/portfolio/app/a-white-label-goods-delivery-system.html	(from https://miks-soft.com/ru)
21:55:14	12110/12110	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/brands/shell_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/shell_mob.svg	(from https://miks-soft.com/ru)
21:55:15	887394/887394	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2009:42:53%20GMT	https://miks-soft.com/storage/cases/2023/01/19/f552251265f9caf34ed425a11ef983771887a21d.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2023/01/19/f552251265f9caf34ed425a11ef983771887a21d.png	(from https://miks-soft.com/ru)
21:55:16	6530/6530	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/brands/british_american_tobacco_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/british_american_tobacco_mob.svg	(from https://miks-soft.com/ru)
21:55:16	4016/4016	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/brands/sony_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/sony_mob.svg	(from https://miks-soft.com/ru)
21:55:16	4781/4781	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/brands/bausch_health_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/bausch_health_mob.svg	(from https://miks-soft.com/ru)
21:55:16	7965/7965	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/brands/dr.reddys_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/dr.reddys_mob.svg	(from https://miks-soft.com/ru)
21:55:17	23690/23690	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/brands/burger_king_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/burger_king_mob.svg	(from https://miks-soft.com/ru)
21:55:17	4543/4543	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/brands/spar_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/spar_mob.svg	(from https://miks-soft.com/ru)
21:55:20	5219/5219	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2010%20Feb%202023%2009:36:35%20GMT	https://miks-soft.com/assets/images/brands/a1_mob.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/brands/a1_mob.svg	(from https://miks-soft.com/ru)
21:55:20	47678/47678	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:19%20GMT	https://miks-soft.com/ru/privacy-policy	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/privacy-policy.html	(from https://miks-soft.com/ru)
21:55:21	21777/21777	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Feb%202026%2018:55:21%20GMT	https://miks-soft.com/build/assets/path/to/globe_light.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/build/assets/path/to/globe_light.webp	(from https://miks-soft.com/build/assets/app-ec13e0af.css)
21:55:22	21777/21777	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Feb%202026%2018:55:21%20GMT	https://miks-soft.com/build/assets/path/to/globe_light@2x.webp	C:/My%20Web%20Sites/Webstudio/miks-soft.com/build/assets/path/to/globe_light@2x.webp	(from https://miks-soft.com/build/assets/app-ec13e0af.css)
21:55:22	198/198	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Jan%202023%2014:33:54%20GMT	https://miks-soft.com/assets/images/checkbox.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/checkbox.svg	(from https://miks-soft.com/build/assets/app-ec13e0af.css)
21:55:24	19346/19346	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2010:40:29%20GMT	https://miks-soft.com/assets/images/opacity-slide1.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/opacity-slide1.png	(from https://miks-soft.com/build/assets/app-ec13e0af.css)
21:55:24	11206/11206	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2010:40:29%20GMT	https://miks-soft.com/assets/images/opacity-slide2.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/opacity-slide2.png	(from https://miks-soft.com/build/assets/app-ec13e0af.css)
21:55:26	59425/59425	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:24%20GMT	https://miks-soft.com/services	C:/My%20Web%20Sites/Webstudio/miks-soft.com/services.html	(from https://miks-soft.com/)
21:55:29	963282/963282	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Jan%202023%2008:42:49%20GMT	https://miks-soft.com/storage/cases/2023/01/20/121338a9fec65cf230d0035f8d0b22301da5c8af.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2023/01/20/121338a9fec65cf230d0035f8d0b22301da5c8af.png	(from https://miks-soft.com/ru)
21:55:29	2944271/2944271	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Feb%202025%2012:37:21%20GMT	https://miks-soft.com/storage/cases/2025/02/25/28ae710e466db2ebadd22f51b62fe19e260dd356.png	C:/My%20Web%20Sites/Webstudio/miks-soft.com/storage/cases/2025/02/25/28ae710e466db2ebadd22f51b62fe19e260dd356.png	(from https://miks-soft.com/ru)
21:55:29	134792/134792	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:27%20GMT	https://miks-soft.com/portfolio	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio.html	(from https://miks-soft.com/)
21:55:30	59692/59692	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:29%20GMT	https://miks-soft.com/partners	C:/My%20Web%20Sites/Webstudio/miks-soft.com/partners.html	(from https://miks-soft.com/)
21:55:30	65580/65580	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:30%20GMT	https://miks-soft.com/portfolio/web/web-application-development-for-busking-cash	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/web/web-application-development-for-busking-cash.html	(from https://miks-soft.com/)
21:55:31	77433/77433	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:30%20GMT	https://miks-soft.com/portfolio/web/bloomsberry-publishing-community-news-platform	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/web/bloomsberry-publishing-community-news-platform.html	(from https://miks-soft.com/)
21:55:31	61526/61526	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:30%20GMT	https://miks-soft.com/portfolio/web/web-development-for-international-fintech-company	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/web/web-development-for-international-fintech-company.html	(from https://miks-soft.com/)
21:55:32	67916/67916	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:31%20GMT	https://miks-soft.com/portfolio/software/the-vtour-travel-platform	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/software/the-vtour-travel-platform.html	(from https://miks-soft.com/)
21:55:33	68859/68859	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:32%20GMT	https://miks-soft.com/portfolio/software/a-white-label-goods-delivery-system	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/software/a-white-label-goods-delivery-system.html	(from https://miks-soft.com/)
21:55:34	65846/65846	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:33%20GMT	https://miks-soft.com/portfolio/software/crm-development-for-british-american-tobacco	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/software/crm-development-for-british-american-tobacco.html	(from https://miks-soft.com/)
21:55:35	74318/74318	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:34%20GMT	https://miks-soft.com/portfolio/app/mobile-app-development-for-qpay	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/app/mobile-app-development-for-qpay.html	(from https://miks-soft.com/)
21:55:35	53679/53679	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:35%20GMT	https://miks-soft.com/portfolio/app/the-fitability-wellness-application	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/app/the-fitability-wellness-application.html	(from https://miks-soft.com/)
21:55:36	68859/68859	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:35%20GMT	https://miks-soft.com/portfolio/app/a-white-label-goods-delivery-system	C:/My%20Web%20Sites/Webstudio/miks-soft.com/portfolio/app/a-white-label-goods-delivery-system.html	(from https://miks-soft.com/)
21:55:37	38233/38233	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:36%20GMT	https://miks-soft.com/privacy-policy	C:/My%20Web%20Sites/Webstudio/miks-soft.com/privacy-policy.html	(from https://miks-soft.com/)
21:55:38	79873/79873	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:37%20GMT	https://miks-soft.com/ru/services/outstaffing	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/services/outstaffing.html	(from https://miks-soft.com/ru/services)
21:55:39	80265/80265	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:39%20GMT	https://miks-soft.com/ru/services/startups	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/services/startups.html	(from https://miks-soft.com/ru/services)
21:55:40	79407/79407	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:39%20GMT	https://miks-soft.com/ru/services/digitalization	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/services/digitalization.html	(from https://miks-soft.com/ru/services)
21:55:41	78979/78979	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Feb%202026%2018:55:40%20GMT	https://miks-soft.com/ru/services/ai	C:/My%20Web%20Sites/Webstudio/miks-soft.com/ru/services/ai.html	(from https://miks-soft.com/ru/services)
21:55:41	12230/12230	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Feb%202023%2012:55:45%20GMT	https://miks-soft.com/assets/images/technologies/nodejs.svg	C:/My%20Web%20Sites/Webstudio/miks-soft.com/assets/images/technologies/nodejs.svg	(from https://miks-soft.com/ru/services)
